player-name,WK,role,format,matches,innings,not-outs,Runs scored,Highest Score,Average,BF,Strike-rate,100s,50s,4s,6s,Catches,Stumpings,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w
Shivam Mavi,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shivam Mavi,0,all,t20,23,9,2,29,9,4.14,41,70.73,0,0,3,0,8,0,23,23,438,634,16,2/15,2/15,39.62,8.68,27.30,0,0,0
Shivam Mavi,0,all,list-a,22,11,1,74,22,7.40,112,66.07,0,0,8,1,12,0,22,21,955,843,30,5/73,5/73,28.10,5.29,31.80,1,1,0
Varun Chakravarthy,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varun Chakravarthy,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varun Chakravarthy,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varun Chakravarthy,0,bowl,fc,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,234,105,1,1/105,1/105,105.00,2.69,234.00,0,0,0
Varun Chakravarthy,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Varun Chakravarthy,0,bowl,t20,21,5,2,12,7*,4.00,19,63.15,0,0,0,0,3,0,21,21,498,610,25,5/20,5/20,24.40,7.34,19.90,0,1,0
Varun Chakravarthy,0,bowl,list-a,9,5,2,60,32,20.00,74,81.08,0,0,3,3,2,0,9,9,520,367,22,5/38,5/38,16.68,4.23,23.60,0,1,0
Vaibhav Arora,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vaibhav Arora,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vaibhav Arora,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vaibhav Arora,0,bowl,fc,8,9,4,60,40,12.00,110,54.54,0,0,5,3,2,0,8,12,1088,539,29,6/48,9/105,18.58,2.97,37.50,0,2,0
Vaibhav Arora,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vaibhav Arora,0,bowl,t20,6,2,2,0,0*,-,0,-,0,0,0,0,1,0,6,6,136,168,10,3/16,3/16,16.80,7.41,13.60,0,0,0
Vaibhav Arora,0,bowl,list-a,5,4,2,17,10*,8.50,20,85.00,0,0,0,1,0,0,5,5,229,197,8,4/45,4/45,24.62,5.16,28.60,1,0,0
Ben Cutting,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Cutting,0,all,t20i,7,5,1,40,29,10.00,27,148.14,0,0,2,3,5,0,7,7,126,215,3,1/18,1/18,71.66,10.23,42.00,0,0,0
Ben Cutting,0,all,odi,4,2,0,53,27,26.50,67,79.10,0,0,4,1,1,0,4,4,216,158,5,3/45,3/45,31.60,4.38,43.20,0,0,0
Ben Cutting,0,all,fc,51,75,9,1561,109,23.65,2069,75.44,1,7,162,53,15,0,51,93,8597,4831,170,6/37,8/78,28.41,3.37,50.50,7,6,0
Ben Cutting,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Cutting,0,all,t20,171,143,39,2368,81*,22.76,1589,149.02,0,4,148,153,71,0,171,156,2717,4073,128,5/28,5/28,31.82,8.99,21.20,0,1,0
Ben Cutting,0,all,list-a,72,58,12,908,98*,19.73,790,114.93,0,2,58,55,22,0,72,72,3640,3203,101,4/27,4/27,31.71,5.27,36.00,5,0,0
Sunil Narine,0,all,test,6,7,2,40,22*,8.00,92,43.47,0,0,4,1,2,0,6,11,1650,851,21,6/91,8/223,40.52,3.09,78.50,0,2,0
Sunil Narine,0,all,t20i,51,23,8,155,30,10.33,138,112.31,0,0,13,5,7,0,51,49,1102,1105,52,4/12,4/12,21.25,6.01,21.10,1,0,0
Sunil Narine,0,all,odi,65,45,12,363,36,11.00,441,82.31,0,0,36,12,14,0,65,65,3540,2435,92,6/27,6/27,26.46,4.12,38.40,4,2,0
Sunil Narine,0,all,fc,13,18,6,213,40*,17.75,,,0,0,,,10,0,13,25,3023,1398,65,8/17,13/39,21.50,2.77,46.50,1,8,3
Sunil Narine,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sunil Narine,0,all,t20,355,209,40,2516,79,14.88,1722,146.10,0,9,248,146,77,0,355,350,8126,8225,393,5/19,5/19,20.92,6.07,20.60,11,1,0
Sunil Narine,0,all,list-a,100,69,17,625,51,12.01,,,0,1,,,22,0,100,100,5481,3399,163,6/9,6/9,20.85,3.72,33.60,7,6,0
Sheldon Jackson,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sheldon Jackson,1,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sheldon Jackson,1,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sheldon Jackson,1,bat,fc,76,128,14,5634,186,49.42,9389,60.00,19,27,642,115,53,2,76,4,90,56,2,1/14,1/14,28.00,3.73,45.00,0,0,0
Sheldon Jackson,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sheldon Jackson,1,bat,t20,59,56,8,1240,106*,25.83,1059,117.09,1,6,123,42,35,4,59,-,-,-,-,-,-,-,-,-,-,-,-
Sheldon Jackson,1,bat,list-a,60,58,2,2096,150*,37.42,2550,82.19,7,11,229,47,30,8,60,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,test,16,24,1,700,130,30.43,1278,54.77,2,3,77,6,11,0,16,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,t20i,102,97,19,2311,91,29.62,1669,138.46,0,14,176,113,41,0,102,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,odi,243,226,33,7620,148,39.48,8339,91.37,14,46,645,219,87,0,243,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,fc,102,169,18,5042,209*,33.39,9882,51.02,11,24,,,76,1,102,,120,94,2,2/24,2/24,47.00,4.70,60.00,0,0,0
Eoin Morgan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,t20,319,302,44,7004,91,27.14,5286,132.50,0,37,538,324,142,0,319,-,-,-,-,-,-,-,-,-,-,-,-
Eoin Morgan,0,bat,list-a,374,345,48,11573,161,38.96,12702,91.11,22,67,,,127,0,374,,42,49,0,-,-,-,7.00,-,0,0,0
Andre Russell,0,all,test,1,1,0,2,2,2.00,9,22.22,0,0,0,0,1,0,1,2,138,104,1,1/73,1/104,104.00,4.52,138.00,0,0,0
Andre Russell,0,all,t20i,49,41,14,540,47,20.00,357,151.26,0,0,32,42,12,0,49,42,643,974,26,2/10,2/10,37.46,9.08,24.70,0,0,0
Andre Russell,0,all,odi,56,47,9,1034,92*,27.21,794,130.22,0,4,94,57,11,0,56,55,2290,2229,70,4/35,4/35,31.84,5.84,32.70,5,0,0
Andre Russell,0,all,fc,17,24,1,609,128,26.47,,,2,0,,,6,0,17,31,2083,1104,54,5/36,9/78,20.44,3.18,38.50,4,3,0
Andre Russell,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Andre Russell,0,all,t20,355,301,76,6036,121*,26.82,3562,169.45,2,23,416,473,160,0,355,319,5784,8052,315,5/15,5/15,25.56,8.35,18.30,8,1,0
Andre Russell,0,all,list-a,93,78,18,1953,132*,32.54,,,2,8,,,22,0,93,90,3777,3418,131,6/28,6/28,26.09,5.42,28.80,5,4,0
Harbhajan Singh,0,bowl,test,103,145,23,2224,115,18.22,3432,64.80,2,9,277,42,42,0,103,190,28580,13537,417,8/84,15/217,32.46,2.84,68.50,16,25,5
Harbhajan Singh,0,bowl,t20i,28,13,5,108,21,13.50,87,124.13,0,0,11,4,7,0,28,27,612,633,25,4/12,4/12,25.32,6.20,24.40,1,0,0
Harbhajan Singh,0,bowl,odi,236,128,35,1237,49,13.30,1526,81.06,0,0,92,35,71,0,236,227,12479,8973,269,5/31,5/31,33.35,4.31,46.30,2,3,0
Harbhajan Singh,0,bowl,fc,198,268,46,4255,115,19.16,,,2,15,,,100,0,198,,48055,22652,780,8/84,,29.04,2.82,61.60,,41,8
Harbhajan Singh,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harbhajan Singh,0,bowl,t20,268,155,52,1512,78,14.67,1178,128.35,0,2,141,73,83,0,268,256,5471,6194,235,5/18,5/18,26.35,6.79,23.20,3,1,0
Harbhajan Singh,0,bowl,list-a,334,194,54,2134,79*,15.24,,,0,2,,,112,0,334,,17533,12698,393,5/31,5/31,32.31,4.34,44.60,5,4,0
Dinesh Karthik,1,bat,test,26,42,1,1025,129,25.00,2080,49.27,1,7,134,4,57,6,26,-,-,-,-,-,-,-,-,-,-,-,-
Dinesh Karthik,1,bat,t20i,32,26,14,399,48,33.25,278,143.52,0,0,42,15,14,5,32,-,-,-,-,-,-,-,-,-,-,-,-
Dinesh Karthik,1,bat,odi,94,79,21,1752,79,30.20,2392,73.24,0,9,176,15,64,7,94,-,-,-,-,-,-,-,-,-,-,-,-
Dinesh Karthik,1,bat,fc,167,254,19,9620,213,40.93,16394,58.68,28,43,,,387,45,167,,120,130,0,-,-,-,6.50,-,0,0,0
Dinesh Karthik,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dinesh Karthik,1,bat,t20,317,282,57,6183,97*,27.48,4633,133.45,0,30,607,190,191,61,317,1,12,10,1,1/10,1/10,10.00,5.00,12.00,0,0,0
Dinesh Karthik,1,bat,list-a,243,214,37,6973,154*,39.39,7610,91.62,11,37,,,218,43,243,,0,0,0,-,-,-,-,-,0,0,0
Karun Nair,0,bat,test,6,7,1,374,303*,62.33,506,73.91,1,0,41,4,6,0,6,2,12,11,0,-,-,-,5.50,-,0,0,0
Karun Nair,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Karun Nair,0,bat,odi,2,2,0,46,39,23.00,88,52.27,0,0,6,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
Karun Nair,0,bat,fc,82,131,14,5631,328,48.12,10700,52.62,14,26,697,23,68,0,82,61,1383,730,13,2/11,2/35,56.15,3.16,106.30,0,0,0
Karun Nair,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Karun Nair,0,bat,t20,138,124,14,2732,111,24.83,2078,131.47,2,14,268,93,54,0,138,7,54,64,2,1/3,1/3,32.00,7.11,27.00,0,0,0
Karun Nair,0,bat,list-a,85,77,12,2040,120,31.38,2528,80.69,2,12,213,30,32,0,85,35,840,713,15,2/16,2/16,47.53,5.09,56.00,0,0,0
Rahul Tripathi,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rahul Tripathi,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rahul Tripathi,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rahul Tripathi,0,bat,fc,44,74,3,2359,132,33.22,4384,53.80,6,12,284,48,28,0,44,47,1616,814,11,1/1,2/10,74.00,3.02,146.90,0,0,0
Rahul Tripathi,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rahul Tripathi,0,bat,t20,93,90,12,1939,93,24.85,1510,128.41,0,11,183,67,47,0,93,17,222,281,12,5/27,5/27,23.41,7.59,18.50,0,1,0
Rahul Tripathi,0,bat,list-a,38,37,2,1010,125*,28.85,1190,84.87,1,6,90,24,12,0,38,20,354,349,3,1/5,1/5,116.33,5.91,118.00,0,0,0
Pat Cummins,0,bowl,test,34,50,7,708,63,16.46,1891,37.44,0,2,73,11,16,0,34,65,7734,3542,164,6/23,10/62,21.59,2.74,47.10,12,5,1
Pat Cummins,0,bowl,t20i,30,13,6,48,13*,6.85,42,114.28,0,0,3,2,9,0,30,30,660,763,37,3/15,3/15,20.62,6.93,17.80,0,0,0
Pat Cummins,0,bowl,odi,69,44,15,285,36,9.82,387,73.64,0,0,20,5,16,0,69,69,3651,3195,111,5/70,5/70,28.78,5.25,32.80,5,1,0
Pat Cummins,0,bowl,fc,48,67,15,1042,82*,20.03,2466,42.25,0,5,116,13,21,0,48,90,10336,4796,210,6/23,10/62,22.83,2.78,49.20,15,5,1
Pat Cummins,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pat Cummins,0,bowl,t20,103,57,25,562,66*,17.56,425,132.23,0,2,33,31,24,0,103,103,2311,3016,118,4/16,4/16,25.55,7.83,19.50,3,0,0
Pat Cummins,0,bowl,list-a,94,59,19,496,49,12.40,623,79.61,0,0,35,11,27,0,94,94,4933,4261,150,5/70,5/70,28.40,5.18,32.80,7,1,0
Lockie Ferguson,0,bowl,test,1,2,2,1,1*,-,9,11.11,0,0,0,0,0,0,1,1,66,47,0,-,-,-,4.27,-,0,0,0
Lockie Ferguson,0,bowl,t20i,13,1,0,1,1,1.00,3,33.33,0,0,0,0,4,0,13,13,276,316,24,5/21,5/21,13.16,6.86,11.50,0,1,0
Lockie Ferguson,0,bowl,odi,37,16,7,63,19,7.00,132,47.72,0,0,3,1,10,0,37,37,1956,1779,69,5/45,5/45,25.78,5.45,28.30,2,1,0
Lockie Ferguson,0,bowl,fc,45,60,23,505,41,13.64,1092,46.24,0,0,67,9,16,0,45,73,7123,3975,161,7/34,12/78,24.68,3.34,44.20,6,11,1
Lockie Ferguson,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lockie Ferguson,0,bowl,t20,61,13,9,66,24*,16.50,63,104.76,0,0,5,1,12,0,61,61,1247,1573,63,5/21,5/21,24.96,7.56,19.70,1,1,0
Lockie Ferguson,0,bowl,list-a,69,37,14,177,24,7.69,278,63.66,0,0,10,6,20,0,69,69,3580,3214,126,6/27,6/27,25.50,5.38,28.40,4,3,0
Pawan Negi,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pawan Negi,0,bowl,t20i,1,-,-,-,-,-,-,-,-,-,-,-,2,0,1,1,18,16,1,1/16,1/16,16.00,5.33,18.00,0,0,0
Pawan Negi,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pawan Negi,0,bowl,fc,3,4,1,58,30*,19.33,163,35.58,0,0,8,1,1,0,3,5,156,96,4,2/12,2/12,24.00,3.69,39.00,0,0,0
Pawan Negi,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pawan Negi,0,bowl,t20,119,83,32,803,41*,15.74,657,122.22,0,0,56,33,40,0,119,105,1905,2363,96,5/22,5/22,24.61,7.44,19.80,1,1,0
Pawan Negi,0,bowl,list-a,49,32,10,607,124*,27.59,660,91.96,1,1,55,18,16,0,49,46,2022,1674,61,4/32,4/32,27.44,4.96,33.10,1,0,0
Kuldeep Yadav,0,bowl,test,7,8,0,54,26,6.75,185,29.18,0,0,6,0,3,0,7,12,1063,620,26,5/57,6/119,23.84,3.49,40.80,2,2,0
Kuldeep Yadav,0,bowl,t20i,21,2,1,20,16,20.00,20,100.00,0,0,2,0,8,0,21,20,453,537,39,5/24,5/24,13.76,7.11,11.60,1,1,0
Kuldeep Yadav,0,bowl,odi,63,21,12,118,19,13.11,188,62.76,0,0,10,0,9,0,63,61,3366,2930,105,6/25,6/25,27.90,5.22,32.00,4,1,0
Kuldeep Yadav,0,bowl,fc,33,43,4,866,117,22.20,2061,42.01,1,6,108,6,14,0,33,54,6118,3719,123,6/79,9/120,30.23,3.64,49.70,8,6,0
Kuldeep Yadav,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuldeep Yadav,0,bowl,t20,99,22,12,125,17*,12.50,138,90.57,0,0,12,0,26,0,99,96,2073,2607,120,5/17,5/17,21.72,7.54,17.20,3,2,0
Kuldeep Yadav,0,bowl,list-a,73,28,14,167,25,11.92,272,61.39,0,0,13,0,11,0,73,71,3876,3308,119,6/25,6/25,27.79,5.12,32.50,4,2,0
Shakib Al Hasan,0,all,test,57,106,7,3930,217,39.69,6374,61.65,5,25,480,19,24,0,57,96,13056,6553,210,7/36,10/124,31.20,3.01,62.10,8,18,2
Shakib Al Hasan,0,all,t20i,76,76,10,1567,84,23.74,1266,123.77,0,9,163,33,19,0,76,75,1667,1894,92,5/20,5/20,20.58,6.81,18.10,3,1,0
Shakib Al Hasan,0,all,odi,211,199,28,6451,134*,37.72,7852,82.15,9,48,584,42,51,0,211,208,10764,7989,269,5/29,5/29,29.69,4.45,40.00,9,2,0
Shakib Al Hasan,0,all,fc,93,170,14,5845,217,37.46,,,8,35,,,47,0,93,,19206,9328,310,7/32,,30.09,2.91,61.90,10,23,2
Shakib Al Hasan,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shakib Al Hasan,0,all,t20,320,293,45,5118,86*,20.63,4200,121.85,0,19,476,127,81,0,320,314,6751,7744,362,6/6,6/6,21.39,6.88,18.60,8,4,0
Shakib Al Hasan,0,all,list-a,256,242,30,7593,134*,35.81,9007,84.30,9,56,685,63,69,0,256,252,12692,9347,330,5/18,5/18,28.32,4.41,38.40,14,3,0
Sandeep Warrier,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandeep Warrier,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandeep Warrier,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandeep Warrier,0,bowl,fc,57,67,32,93,12,2.65,542,17.15,0,0,10,1,19,0,57,104,9830,4545,186,6/44,9/75,24.43,2.77,52.80,8,11,0
Sandeep Warrier,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sandeep Warrier,0,bowl,t20,54,7,4,13,7*,4.33,30,43.33,0,0,1,0,9,0,54,54,1158,1407,53,3/19,3/19,26.54,7.29,21.80,0,0,0
Sandeep Warrier,0,bowl,list-a,55,25,18,16,4*,2.28,57,28.07,0,0,0,0,9,0,55,54,2363,2137,66,4/51,4/51,32.37,5.42,35.80,1,0,0
Nitish Rana,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitish Rana,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitish Rana,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitish Rana,0,bat,fc,38,58,3,2266,174,41.20,4019,56.38,6,9,300,31,23,0,38,35,1377,699,15,2/1,4/34,46.60,3.04,91.80,0,0,0
Nitish Rana,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitish Rana,0,bat,t20,122,112,9,2846,97,27.63,2087,136.36,0,21,253,148,29,0,122,44,511,593,28,4/17,4/17,21.17,6.96,18.20,1,0,0
Nitish Rana,0,bat,list-a,58,57,10,1940,137,41.27,2288,84.79,3,11,194,52,16,0,58,47,1418,1125,33,3/36,3/36,34.09,4.76,42.90,0,0,0
Tim Seifert,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,t20i,35,32,4,695,84*,24.82,522,133.14,0,5,57,37,20,6,35,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,odi,3,2,0,33,22,16.50,27,122.22,0,0,2,1,7,1,3,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,fc,51,86,6,2912,167*,36.40,5843,49.83,6,14,327,29,125,7,51,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,t20,116,102,13,2294,107,25.77,1755,130.71,1,12,200,105,82,19,116,-,-,-,-,-,-,-,-,-,-,-,-
Tim Seifert,1,bat,list-a,38,37,3,810,104,23.82,942,85.98,1,5,68,15,53,5,38,-,-,-,-,-,-,-,-,-,-,-,-
Rinku Singh,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rinku Singh,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rinku Singh,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rinku Singh,0,bat,fc,27,40,7,2007,163*,60.81,2867,70.00,5,12,234,17,22,0,27,14,342,189,5,2/11,2/11,37.79,3.31,68.40,0,0,0
Rinku Singh,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rinku Singh,0,bat,t20,56,51,11,794,56*,19.85,588,135.03,0,3,69,28,29,0,56,4,42,90,2,1/11,1/11,45.00,12.85,21.00,0,0,0
Rinku Singh,0,bat,list-a,34,33,9,1035,91*,43.12,1089,95.04,0,8,93,28,15,0,34,8,228,149,7,2/26,2/26,21.28,3.92,32.50,0,0,0
Venkatesh Iyer,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venkatesh Iyer,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venkatesh Iyer,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venkatesh Iyer,0,all,fc,10,15,0,545,93,36.33,1003,54.33,0,6,62,7,4,0,10,16,786,340,7,2/22,3/46,48.57,2.59,112.20,0,0,0
Venkatesh Iyer,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venkatesh Iyer,0,all,t20,38,32,12,724,88*,36.20,526,137.64,0,2,63,28,17,0,38,29,465,541,21,2/10,2/10,25.76,6.98,22.10,0,0,0
Venkatesh Iyer,0,all,list-a,24,22,4,849,198,47.16,860,98.72,2,3,72,20,13,0,24,15,351,315,10,2/12,2/12,31.50,5.38,35.10,0,0,0
Prasidh Krishna,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prasidh Krishna,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prasidh Krishna,0,bowl,odi,3,1,0,0,0,0.00,3,0.00,0,0,0,0,0,0,3,3,151,174,6,4/54,4/54,29.00,6.91,25.10,1,0,0
Prasidh Krishna,0,bowl,fc,9,13,6,50,25,7.14,140,35.71,0,0,4,4,2,0,9,17,1480,689,34,5/49,6/52,20.26,2.79,43.50,2,1,0
Prasidh Krishna,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prasidh Krishna,0,bowl,t20,47,9,6,4,2*,1.33,17,23.52,0,0,0,0,13,0,47,47,995,1426,41,4/30,4/30,34.78,8.59,24.20,1,0,0
Prasidh Krishna,0,bowl,list-a,51,16,13,20,9*,6.66,48,41.66,0,0,2,0,13,0,51,51,2320,2043,87,6/33,6/33,23.48,5.28,26.60,6,2,0
Utkarsh Singh,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utkarsh Singh,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utkarsh Singh,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utkarsh Singh,0,all,fc,18,29,1,737,114,26.32,1765,41.75,1,4,85,2,9,0,18,24,1807,992,25,5/130,5/130,39.68,3.29,72.20,1,1,0
Utkarsh Singh,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utkarsh Singh,0,all,t20,21,13,3,238,49*,23.80,187,127.27,0,0,27,5,8,0,21,18,325,340,19,3/7,3/7,17.89,6.27,17.10,0,0,0
Utkarsh Singh,0,all,list-a,19,16,1,360,100,24.00,494,72.87,1,1,36,8,6,0,19,18,527,460,18,4/34,4/34,25.55,5.23,29.20,2,0,0
Darshan Nalkande,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darshan Nalkande,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darshan Nalkande,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darshan Nalkande,0,bowl,fc,3,5,1,74,66*,18.50,92,80.43,0,1,9,3,1,0,3,4,234,201,1,1/62,1/66,201.00,5.15,234.00,0,0,0
Darshan Nalkande,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Darshan Nalkande,0,bowl,t20,14,10,1,65,21,7.22,78,83.33,0,0,2,4,3,0,14,14,298,396,30,5/18,5/18,13.20,7.97,9.90,2,1,0
Darshan Nalkande,0,bowl,list-a,11,8,2,166,53*,27.66,143,116.08,0,1,9,10,2,0,11,11,522,460,20,4/25,4/25,23.00,5.28,26.10,1,0,0
Arshdeep Singh,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arshdeep Singh,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
